Listagem de Produtos

Filtros Aplicados: «Estado Produto» = 'Normal' E «Código» > '0' 
Farmácia: Vitorino	Contribuinte:	516877160

Avenida Bernardo Santareno, 24

Cód.	Cod. Gr. Hom.	Designação	DCI	Forma Farmac.	Gen.	Desc. Grupo Homogéneo	Laboratório	Posologia	PVP	Titular AIM	Classificação
Filtros Aplicados: «Estado Produto» = 'Normal' E «Código» > '0' 
Farmácia: Vitorino	Contribuinte:	516877160

Avenida Bernardo Santareno, 24

2229094	GH0000	LIDONOSTRUM PDA 5% 35 G	Lidocaína	Pomada	NÃO	Não atribuido	 	Adulto - Não aplicar mais de 20 g de pomada no intervalo de 24h. 	9,95	Sidefarma - Sociedade Industrial de Expansão Farmacêutica, S.A.	NETT
2229292	GH0000	VENTOLIBER XAR AD 200 ML	Ambroxol + Clenbuterol	Xarope	NÃO	Não atribuido	 	Adultos e adolescentes > 12 anos:  10 ml 2 x/dia. Situações de dispneia mais 	16,89	Tecnimede - Sociedade Técnico-Medicinal, S.A.	Éticos
2229391	GH0000	VENTOLIBER XAR PED 200 ML	Ambroxol + Clenbuterol	Xarope	NÃO	Não atribuido	 	Crianças: 6 a 12 anos: 15 ml 2 x/dia; 4 a 6 anos: 10 ml 2 x/dia; 2 a 4 anos: 7,5 ml 	10,15	Tecnimede - Sociedade Técnico-Medicinal, S.A.	Éticos
2229490	GH0000	VENTOLIBER COMP X 10	Ambroxol + Clenbuterol	Comprimido	NÃO	Não atribuido	 	Adultos e adolescentes > 12 anos: 1 comp.  2 x/dia. Situações de dispneia 	5,43	Tecnimede - Sociedade Técnico-Medicinal, S.A.	Éticos
2229599	GH0000	VENTOLIBER COMP X 60	Ambroxol + Clenbuterol	Comprimido	NÃO	Não atribuido	 	Adultos e adolescentes > 12 anos: 1 comp.  2 x/dia. Situações de dispneia 	21,53	Tecnimede - Sociedade Técnico-Medicinal, S.A.	Éticos
2230480	GH0000	DILENA COMP 2 MG + COMP 2MG/10MG	Medroxiprogesterona + Valerato de estradiol	Comprimido	NÃO	Não atribuido	 	1 comp. por dia – fase estrogénica: 11 dias (comp. brancos), seguido da fase 	5,31	Organon	Éticos
2232395	GH0191	GENTAMICINA LABESFAL INJ 80 MG/2 ML	Gentamicina	Solução injetável	SIM	Gentamicina | A800 | IV / IM | 80 mg/2 ml | [1-6] unidades	 	Adultos: 3 mg/kg/dia em 2 - 3 admin por via 	2,31	Labesfal - Laboratórios Almiro, S.A.	Éticos
2234284	GH0000	FLEMOXIN SOLUTAB COMP 500 MG X 16	Amoxicilina	Comprimido dispersível	NÃO	Não atribuido	 	A dose recomendada é baseada na idade, peso e função renal do doente, e 	4,82	Astellas	Éticos
2234482	GH0000	FLEMOXIN SOLUTAB COMP 1 G X 16	Amoxicilina	Comprimido dispersível	NÃO	Não atribuido	 	A dose recomendada é baseada na idade, peso e função renal do doente, e 	4,82	Astellas	Éticos
2240588	GH0000	CHIBROXOL COLIRIO 0,3% 5 ML	Norfloxacina	Colírio, solução	NÃO	Não atribuido	 	1-2 gotas, 4 vezes por dia (no primeiro dia poderá ser 1-2 gotas, 2/2h, em 	3,26	Laboratoires Théa	Éticos
2241198	GH0098	LIPRIL  5 COMP  5 MG X 60	Lisinopril	Comprimido	NÃO	Lisinopril | A101 | Oral | 5 mg | [21-60] unidades	 	Adulto: Hipertensão essencial - Dose inicial: 10 mg, de 24/24h; dose de 	5,83	Merck, S.A.	Éticos
2241396	GH0094	LIPRIL COMP 20 MG X 60	Lisinopril	Comprimido	NÃO	Lisinopril | A101 | Oral | 20 mg | [21-60] unidades	 	Adulto: Hipertensão essencial - Dose inicial: 10 mg, de 24/24h; dose de 	14,51	Merck, S.A.	Éticos
2244986	GH0000	NIX CR LIQ 1% 60 ML	Permetrina	Creme	NÃO	Não atribuido	Belmed - Distr Produtos Médicos e Cosméticos, Lda	Adultos, Idosos e Crianças > 6 meses: fazer 1 aplicação (ver modo de 	14,73	Perrigo Portugal, Lda.	NETT
2248284	GH0000	ZITHROMAX SUSP OR 40 MG/ML 15 ML	Azitromicina	Pó para suspensão oral	NÃO	Não atribuido	 	Adultos e idosos: 500 mg/dia, durante 3 dias; 	4,82	Laboratórios Pfizer, Lda.	Éticos
2250587	GH0000	ZOVIRAX SUSP OR 400 MG/5 ML 100 ML	Aciclovir	Suspensão oral	NÃO	Não atribuido	Glaxo Smithkline Consumer Healthcare, Lda.	Adultos: Tratamento de inf. por herpes simplex 	17,02	Laboratórios Wellcome de Portugal, Lda.	Éticos
2250686	GH0000	ZOVIRAX SUSP OR 400 MG/5 ML 200 ML	Aciclovir	Suspensão oral	NÃO	Não atribuido	Glaxo Smithkline Consumer Healthcare, Lda.	Adultos: Tratamento de inf. por herpes simplex 	33,14	Laboratórios Wellcome de Portugal, Lda.	Éticos
2252989	GH0000	LAMICTAL COMP 50 MG X 14	Lamotrigina	Comprimido	NÃO	Não atribuido	Glaxo Smithkline Consumer Healthcare, Lda.	Epilepsia: Adulto e adolescente (> 13 anos) - 25 mg, de 24/24h (semana 1 e 	4,82	GlaxoSmithkline Produtos Farmacêuticos, Lda.	Éticos
2253185	GH0000	LAMICTAL COMP 100 MG X 56	Lamotrigina	Comprimido	NÃO	Não atribuido	 	Epilepsia: Adulto e adolescente (> 13 anos) - 25 mg, de 24/24h (semana 1 e 	11,94	GlaxoSmithkline Produtos Farmacêuticos, Lda.	Éticos
3520681	GH0000	ZADITEN COLIRIO 0,1 MG/UD X 60	Cetotifeno	Colírio, solução	NÃO	Não atribuido	 	Adultos: 1 gota no saco conjuntival 2 x/dia 	23,25	Laboratoires Théa	Éticos
3542297	GH0000	LIPDAUNE COMP 20 MG X 20	Lovastatina	Comprimido	NÃO	Não atribuido	ESGOTADOS	 	10,66	Confar - Consórcio Farmacêutico, Lda.	Éticos

3542396	GH0210	LIPDAUNE COMP 20 MG X 60	Lovastatina	Comprimido	NÃO	Lovastatina | A101 | Oral | 20 mg | [21-60] unidades	 	 	4,82	Confar - Consórcio Farmacêutico, Lda.	Éticos

2258796	GH0052	CIPLOX COMP REV 500 MG X 16	Ciprofloxacina	Comprimido revestido por película	SIM	Ciprofloxacina | A101 | Oral | 500 mg | [9-16] unidades	AtralCipan	Adultos: 250 - 750 mg, 2x/dia. A duração do tratamento depende da 	10,87	Laboratórios Atral, S.A.	Éticos
2259588	GH0000	DILAMAX SUSP INAL 25 MCG/D 120 D	Salmeterol	Suspensão pressurizada para inalação	NÃO	Não atribuido	 	Adultos – Asma, bronquite crónica e DPOC: Diskus, 1 inalação de 50 µg de 	23,78	Bial - Portela & Cª, S.A.	Éticos
2261485	GH0000	CISORDINOL DEPOT INJ 200 MG/ML	Zuclopentixol	Solução injetável	NÃO	Não atribuido	 	Adulto - tratamento de manutenção: 200-400 mg, com intervalos de 2 a 4 	6,11	H. Lundbeck A/S	Éticos
2261881	GH0745	MONURIL CART GRN 3 G X 2	Fosfomicina	Granulado para solução oral	NÃO	Fosfomicina | A112 | Oral | 3000 mg | [2] unidades	 	A segurança da fosfomicina em crianças com idade < 6 anos ainda não foi 	8,76	Zambon - Produtos Farmacêuticos, Lda.	Éticos
2261980	GH0000	MONURIL PEDIATRICO CART GRN 2 G X 2	Fosfomicina	Granulado para solução oral	NÃO	Não atribuido	 	A segurança em crianças com idade < 6 anos ainda não foi estabelecida, pelo que 	5,59	Zambon - Produtos Farmacêuticos, Lda.	Éticos
2262087	GH0000	DESMOSPRAY AER NASAL 0,01 MG/D 2,5ML	Desmopressina	Solução para pulverização nasal	NÃO	Não atribuido	 	 	13,93	Ferring	Éticos

2268993	GH0000	METANOR CAPS 100 MG X 20	Flupirtina	Cápsula	NÃO	Não atribuido	 	 	6,65	Mylan	Éticos

2271880	GH0000	BRISOVENT INALADO INAL OR 50 MCG/D 120 D	Fluticasona	Suspensão pressurizada para inalação	NÃO	Não atribuido	 	Diskus – Adultos e adolescentes > 16 anos:100-1000 µg, 2 vezes por dia; 	9,97	Bial - Portela & Cª, S.A.	Éticos
2272185	GH0000	BRISOVENT INALADO INAL OR 250 MCG/D 60 D	Fluticasona	Suspensão pressurizada para inalação	NÃO	Não atribuido	 	Diskus – Adultos e adolescentes > 16 anos:100-1000 µg, 2 vezes por dia; 	16,00	Bial - Portela & Cª, S.A.	Éticos
2274892	GH0000	TEDOL CR 2% 30 G	Cetoconazol	Creme	NÃO	Não atribuido	Laboratórios Edol - Produtos Farmacêuticos, SA	Tedol deve ser aplicado nas zonas afectadas e circundantes, 1 a 2x/ dia. 	7,60	Laboratório Edol - Produtos Farmacêuticos, S.A.	Éticos
2275097	GH0000	TEDOL SH 2% 120 ML	Cetoconazol	Champô	NÃO	Não atribuido	Laboratórios Edol - Produtos Farmacêuticos, SA	Pitiríase versicolor: Tratamento - utilizar 1 x/dia durante 5 dia; Prevenção: 1 x/ dia 	15,95	Laboratório Edol - Produtos Farmacêuticos, S.A.	NETT
2280485	GH0000	DASKIL COMP 250 MG X 28	Terbinafina	Comprimido	NÃO	Não atribuido	 	 	37,61	Laboratórios Azevedos - Indústria Farmacêutica, S.A.	Éticos

2280782	GH0000	KLIOGEST COMP X 28	Estradiol + Noretisterona	Comprimido revestido por película	NÃO	Não atribuido	 	Adultos: 1 comp./dia à mesma hora	7,92	ISDIN - Laboratório Farmacêutico Unipessoal, Lda.	Éticos

2285187	GH0000	EUSTIDIL INALADOR AER NASAL 50 MCG/D 120D	Fluticasona	Suspensão para pulverização nasal	NÃO	Não atribuido	 	 	9,08	GlaxoSmithkline Produtos Farmacêuticos, Lda.	Éticos
Listagem de Produtos

Filtros Aplicados: «Estado Produto» = 'Normal' E «Código» > '0' 
Farmácia: Vitorino	Contribuinte:	516877160

Avenida Bernardo Santareno, 24

2295780	GH0000	HUMULIN REGULAR INJ 100 UI/ML 3 ML X 5	Insulina humana (solúvel)	Solução injetável	NÃO	Não atribuido	 	Dose de acordo com as necessidades individuais 	31,21	Lilly-Portugal, Produtos Farmacêuticos, Lda.	Éticos
2295889	GH0000	HUMULIN NPH INJ 100 UI/ML 3 ML X 5	Insulina humana (isofânica)	Suspensão injetável	NÃO	Não atribuido	 	Dose de acordo com as necessidades individuais 	31,87	Lilly-Portugal, Produtos Farmacêuticos, Lda.	Éticos
2296184	GH0000	HUMULIN M3 SUSP INJ 30 + 70 U.I./ML 5 CARTX 3 ML	Insulina humana (solúvel + isofânica)	Suspensão injetável	NÃO	Não atribuido	 	De acordo com as necessidades individuais 	31,87	Lilly-Portugal, Produtos Farmacêuticos, Lda.	Éticos
2300697	GH0000	BROMOCRIPTINA 2,5 COMP 2,5 MG X 10	Bromocriptina	Comprimido	SIM	Não atribuido	 	Adulto - Perturbações do ciclo menstrual e infertilidade feminina - 1/2 comp., de 	2,56	Generis Farmacêutica, S.A.	Éticos
2303584	GH0000	TRUSOPT COLIRIO 2% 5 ML	Dorzolamida	Colírio, solução	NÃO	Não atribuido	 	Adultos – Monoterapia: 1 gota, 3 x/dia no fundo de saco conjuntival do(s) olho(s) 	5,12	Santen Oy	Éticos
2304491	GH0000	CIPANCIN COMP REV 100 MG X 16	Minociclina	Comprimido revestido	NÃO	Não atribuido	AtralCipan	Contraindicado em crianças < 12 anos. Adultos: dose inicial de 200 mg seguida 	8,01	Laboratórios Atral, S.A.	Éticos
2305886	GH0460	RISPERDAL COMP 1 MG X 20	Risperidona	Comprimido revestido por película	NÃO	Risperidona | A101 | Oral | 1 mg | [1-20] unidades	 	Adulto: Esquizofrenia - dia 1: 2 mg; dia 2: aumentar até 4 mg; a partir de então 	4,82	Janssen Farmacêutica Portugal, Lda.	Éticos
2306181	GH0463	RISPERDAL COMP 2 MG X 60	Risperidona	Comprimido revestido por película	NÃO	Risperidona | A101 | Oral | 2 mg | [21-60] unidades	 	Adulto: Esquizofrenia - dia 1: 2 mg; dia 2: aumentar até 4 mg; a partir de então 	25,36	Janssen Farmacêutica Portugal, Lda.	Éticos
2308187	GH0744	MONURIL CART GRN 3 G X 1	Fosfomicina	Granulado para solução oral	NÃO	Fosfomicina | A112 | Oral | 3000 mg | [1] unidade	 	A segurança da fosfomicina em crianças com idade < 6 anos ainda não foi 	5,06	Zambon - Produtos Farmacêuticos, Lda.	Éticos
2308682	GH0000	LOVENOX INJ SER 20 MG/0,2 ML X 6	Enoxaparina sódica	Solução injetável	NÃO	Não atribuido	 	Adultos: dose de acordo com a indicação terapêutica 	11,69	Sanofi - Produtos Farmacêuticos, Lda.	Éticos
2308781	GH0000	LOVENOX INJ SER 40 MG/0,4 ML X 6	Enoxaparina sódica	Solução injetável	NÃO	Não atribuido	 	Adultos: dose de acordo com a indicação terapêutica 	21,81	Sanofi - Produtos Farmacêuticos, Lda.	Éticos
2310282	GH0000	IOPIDINE COLIRIO 0,5% 5 ML	Apraclonidina	Colírio, solução	NÃO	Não atribuido	 	Adultos: instilar 1 gota no(s) olho(s) afectado(s), 3 x/dia 	11,28	Essential Pharma Limited	Éticos
2311686	GH0000	DALACIN V CR VAG APLIC 2% 40 G X 7	Clindamicina	Creme vaginal	NÃO	Não atribuido	 	 	10,69	Laboratórios Pfizer, Lda.	Éticos

2313385	GH0220	SEROXAT COMP REV 20 MG X 10	Paroxetina	Comprimido revestido por película	NÃO	Paroxetina | A101 | Oral | 20 mg | [1-20] unidades	 	Adulto: Episódio depressivo major - 20 mg/dia (poderá ser aumentada 	4,82	GlaxoSmithkline Produtos Farmacêuticos, Lda.	Éticos
2316982	GH0000	INIBACE PLUS COMP REV X 56	Cilazapril + Hidroclorotiazida	Comprimido revestido por película	NÃO	Não atribuido	 	 	26,07	Roche Farmacêutica Química, Lda.	Éticos

2317485	GH0000	ASMATEC CAPS INAL 12 MCG X 60	Formoterol	Pó para inalação, cápsula	NÃO	Não atribuido	 	 	29,25	UCB	Éticos

2317782	GH0517	COZAAR COMP REV 50 MG X 56	Losartan	Comprimido revestido por película	NÃO	Losartan | A101 | Oral | 50 mg | [21-60] unidades	 	Adultos – HTA: 50 a 100 mg/diaVia oral. Os comprimidos devem ser engolidos 	13,90	Organon Portugal, Sociedade Unipessoal, Lda.	Éticos
3644085	GH0000	DILFAR 180 COMP RET 180 MG X 56	Diltiazem	Comprimido de libertação prolongada	NÃO	Não atribuido	 	 	21,58	Mylan	Éticos

2324788	GH0000	CLEENEMA 118 ML	Fosfato dissódico + Fosfato monossódico	Solução retal	NÃO	Não atribuido	 	Ver RCM.	7,30	Casen Recordati, S.L.	NETT

2328185	GH0278	FORADIL CAPS INAL 12 MGG X 20	Formoterol	Pó para inalação, cápsula	NÃO	Formoterol | A503 | Inalatória | 12 µg | [1-20] unidades	 	Adultos – Terapêutica de manutenção regular da DPOC ou Asma: 1 a 2 cáps. 2 	8,46	Sandoz Farmacêutica, Lda.	Éticos
2328284	GH0279	FORADIL CAPS INAL 12 MCG X 60	Formoterol	Pó para inalação, cápsula	NÃO	Formoterol | A503 | Inalatória | 12 µg | [21-60] unidades	 	Adultos – Terapêutica de manutenção regular da DPOC ou Asma: 1 a 2 cáps. 2 	22,90	Sandoz Farmacêutica, Lda.	Éticos
2332989	GH0000	GINSANA SOL OR 47,5MG/5 ML 250 ML	Ginseng	Solução oral	NÃO	Não atribuido	 	 	12,85	Kironfarma, Produtos Farmacêuticos, Sociedade Unipessoal, Lda.	NETT

2333086	GH0000	GINSANA CAPS 100 MG X 30	Ginseng	Cápsula mole	NÃO	Não atribuido	 	Adultos - 2 cáps./ dia, em toma única ao peq.almoço ou 1 peq.almoço e outra ao 	15,45	Kironfarma, Produtos Farmacêuticos, Sociedade Unipessoal, Lda.	NETT
2337681	GH0000	PAUSIGIN CR 30 G + APLIC X 6	Estriol	Creme vaginal	NÃO	Não atribuido	 	 	5,25	Angelini Pharma Portugal, Unipessoal Lda	Éticos

2338283	GH0000	TRANSACT LAT EMPLASTRO 40 MG X 10	Flurbiprofeno	Penso impregnado	NÃO	Não atribuido	Jaba Recordatti, S.A.	Adultos: aplicar 1 penso sobre a área afectada, substituir a cada 12 h 	16,80	Amdipharm Ltd	Éticos
2338481	GH0000	DILAMAX DISKUS SUSP INAL 50 MCG/D 60 D	Salmeterol	Pó para inalação	NÃO	Não atribuido	 	Adultos – Asma, bronquite crónica e DPOC: Diskus, 1 inalação de 50 µg de 	26,60	Bial - Portela & Cª, S.A.	Éticos
2354488	GH0174	DICLOFENAC RATIOPHARM CAPS RET 100 MG X 30	Diclofenac	Cápsula de libertação prolongada	NÃO	Diclofenac | A102 | Oral | 100 mg | [21-60] unidades	 	Adultos: 1 cáps. 100 mg/dia	5,06	Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.	Éticos

3474384	GH0000	SERTOPIC CR VAG 2% 40 G	Sertaconazol	Creme vaginal	NÃO	Não atribuido	 	Introduzir profundamente na vagina o conteúdo do aplicador (5g de creme) 	8,65	Ferrer Portugal, S.A.	Éticos
2356889	GH0000	ZYMAFLUOR GTS OR 0,25% 20 ML	Fluoreto de sódio	Gotas orais, solução	NÃO	Não atribuido	Meda Pharma - Produtos Farmacêuticos, S. A.	A dose deve ser ajustada de acordo com o teor de flúor na água de consumo, 	8,75	BGP Products, Unipessoal Lda.	NETT
2357481	GH0000	ZURCAL COMP REV 40 MG X 28	Pantoprazol	Comprimido gastrorresistente	NÃO	Não atribuido	ESGOTADOS	Adultos – Erradicção de H. pylori: 40mg, 2x/dia em associação com antibioterapia 	46,11	Takeda - Farmacêuticos Portugal, Lda.	Éticos
2358091	GH0000	DUALGAN COMP REV 300 MG X 20	Etodolac	Comprimido revestido	NÃO	Não atribuido	 	Adultos: 300 mg 2 x/dia ou 300 a 600 mg 1 x/dia à noite 	6,47	ITF Farma - Produtos Farmacêuticos, Lda.	Éticos
2358190	GH0000	DUALGAN COMP REV 300 MG X 60	Etodolac	Comprimido revestido	NÃO	Não atribuido	 	Adultos: 300 mg 2 x/dia ou 300 a 600 mg 1 x/dia à noite 	19,29	ITF Farma - Produtos Farmacêuticos, Lda.	Éticos
2359792	GH0000	DERMOFIX PO 2% 30 G	Sertaconazol	Pó cutâneo	NÃO	Não atribuido	 	Adultos: aplicar (pó, creme ou solução) 1-2 x/dia sobre a área afectada 	5,63	Ferrer Portugal, S.A.	Éticos
2359990	GH0000	DERMOFIX SOL TOP 2% 30 ML	Sertaconazol	Solução cutânea	NÃO	Não atribuido	 	Adultos: aplicar (pó, creme ou solução) 1-2 x/dia sobre a área afectada 	6,22	Ferrer Portugal, S.A.	Éticos
2360295	GH0000	DERMOFIX CR 2% 30 G	Sertaconazol	Creme	NÃO	Não atribuido	 	Adultos: aplicar (pó, creme ou solução) 1-2 x/dia sobre a área afectada 	5,82	Ferrer Portugal, S.A.	Éticos
Listagem de Produtos

Filtros Aplicados: «Estado Produto» = 'Normal' E «Código» > '0' 
Farmácia: Vitorino	Contribuinte:	516877160

Avenida Bernardo Santareno, 24

2361186	GH0000	CECLOR RETARD COMP RET 750 MG X 16	Cefaclor	Comprimido de libertação modificada	NÃO	Não atribuido	 	Adulto - Sinusite: 1 comp., de 12/12h; Pneumonia: 1 comp., de 12/12h; 	19,10	Laboratório Medinfar - Produtos Farmacêuticos, S.A.	Éticos
2363588	GH0000	BRAINOX COMP 30 MG X 60	Nimodipina	Comprimido revestido	NÃO	Não atribuido	 	 	15,14	Aristo Pharma Iberia, SL	Éticos

2364495	GH0174	DICLOFENAC MYLAN CAPS 100 MG X 30	Diclofenac	Cápsula de libertação prolongada	NÃO	Diclofenac | A102 | Oral | 100 mg | [21-60] unidades	Meda Pharma - Produtos Farmacêuticos, S. A.	 	4,82	Mylan, Lda.	Éticos

2365682	GH0000	ALOPURINOL 300 RA COMP 300 MG X 20	Alopurinol	Comprimido	SIM	Não atribuido	 	Adultos – dose inicial de 100 mg/dia, dose de manutenção de 100-800 mg/dia 	2,57	Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.	NETT
2365781	GH0314	ALOPURINOL RATIOPHARM COMP 300 MG X 50	Alopurinol	Comprimido	SIM	Alopurinol | A101 | Oral | 300 mg | [21-60] unidades	 	Adultos – dose inicial de 100 mg/dia, dose de manutenção de 100-800 mg/dia 	3,94	Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.	Éticos
2368280	GH0673	ATROVENT UNIDOSE SOL NEB 250 MCG/2ML D X20	Brometo de ipratrópio	Solução para inalação por nebulização	NÃO	Brometo de ipratrópio | A503 | Inalatória | 0.25 mg/1 ml | [1-20] unidades	 	Crianças 6 aos 12 anos: 1 amp., proceder a administrações repetidas até se 	6,58	Boehringer Ingelheim, Portugal Lda.	Éticos
2370286	GH0000	CEREBROLYSINE INJ 40 MG X 10	Hidrolisado cerebral de porco	Solução injetável	NÃO	Não atribuido	 	 	5,74	BioPortugal - Químico Farmacêutica, Lda.	Éticos

2373595	GH0000	AMBROXOL FLUIDOX COMP 30 MG X 20	Ambroxol	Comprimido	SIM	Não atribuido	 	1 comp. 3x/dia ou 2 comp. 2x/dia. Duração média do tratamento 14 dias 	3,99	Baldacci - Portugal, S.A.	NETT
2373694	GH0000	AMBROXOL FLUIDOX XAR 30 MG/5 ML 200 ML	Ambroxol	Xarope	SIM	Não atribuido	 	Adultos e >12 anos: 2 colheres de chá 2 x/dia;  	7,55	Baldacci - Portugal, S.A.	NETT
2376085	GH0000	VASCASE PLUS COMP REV X 56	Cilazapril + Hidroclorotiazida	Comprimido revestido	NÃO	Não atribuido	 	 	26,73	Laboratórios Pfizer, Lda.	Éticos

2377299	GH0589	DOLOCALMA CAPS 575 MG X 20	Metamizol magnésico	Cápsula	NÃO	Metamizol magnésico | A101 | Oral | 575 mg | [1-20] unidades	 	Adulto: 1 cápsula, 3-4 vezes por dia.Deglutir com água, ou outro líquido. 	3,79	Sidefarma - Sociedade Industrial de Expansão Farmacêutica, S.A.	Éticos
2387389	GH0407	MOVALIS COMP  7,5 MG X 60	Meloxicam	Comprimido	NÃO	Meloxicam | A101 | Oral | 7.5 mg | [21-60] unidades	 	Adultos – Comp.: 7,5 a 15 mg 1 x/dia; Sol. inj. (IM): 15 mg 1 x/dia; 	8,52	Boehringer Ingelheim, Portugal Lda.	Éticos
2387587	GH0409	MOVALIS COMP 15 MG X 20	Meloxicam	Comprimido	NÃO	Meloxicam | A101 | Oral | 15 mg | [1-20] unidades	 	Adultos – Comp.: 7,5 a 15 mg 1 x/dia; Sol. inj. (IM): 15 mg 1 x/dia; 	4,82	Boehringer Ingelheim, Portugal Lda.	Éticos
2387785	GH0410	MOVALIS COMP 15 MG X 60	Meloxicam	Comprimido	NÃO	Meloxicam | A101 | Oral | 15 mg | [21-60] unidades	 	Adultos – Comp.: 7,5 a 15 mg 1 x/dia; Sol. inj. (IM): 15 mg 1 x/dia; 	11,85	Boehringer Ingelheim, Portugal Lda.	Éticos
2396497	GH0000	FLOXEDOL COLIRIO 0,3% 10 ML	Ofloxacina	Colírio, solução	NÃO	Não atribuido	Laboratórios Edol - Produtos Farmacêuticos, SA	Adultos e crianças > 1 anos: 1 a 2 gotas a cada 2 a 4 h nos 2 primeiros dias, e 4 	5,26	Laboratório Edol - Produtos Farmacêuticos, S.A.	Éticos
2398881	GH0000	DOSTINEX COMP 0,5 MG X 2	Cabergolina	Comprimido	NÃO	Não atribuido	 	Adultos – inibição/supressão da lactação fisiológica: 1 mg em dose única, durante 	6,15	Laboratórios Pfizer, Lda.	Éticos
2401081	GH0648	NEBILET COMP 5 MG X 7	Nebivolol	Comprimido	NÃO	Nebivolol | A101 | Oral | 5 mg | [1-20] unidades	ESGOTADOS	Adulto - Hipertensão: 1 comp., de 24/24h (no idoso a dose inicial recomendada é 	4,29	Menarini International Operations Luxembourg, S.A.	Éticos
2401180	GH0649	NEBILET COMP 5 MG X 28	Nebivolol	Comprimido	NÃO	Nebivolol | A101 | Oral | 5 mg | [21-60] unidades	 	Adulto - Hipertensão: 1 comp., de 24/24h (no idoso a dose inicial recomendada é 	6,38	Menarini International Operations Luxembourg, S.A.	Éticos
2408789	GH0000	HUMALOG INJ 100 U/ML 10 ML	Insulina lispro (solúvel)	Solução injetável	NÃO	Não atribuido	 	 	22,49	Eli Lilly Nederland, B.V.	Éticos

2409985	GH0000	CAMPRAL COMP REV 333 MG X 60	Acamprosato	Comprimido gastrorresistente	NÃO	Não atribuido	 	Adultos > 60 kg: 6 comp./dia divididos em 3 tomas iguais;  	16,46	Merck Santé S.A.S.	Éticos
2413383	GH0000	PROCEF SUSP OR 250 MG/5 ML 60 ML	Cefeprozil	Pó para suspensão oral	NÃO	Não atribuido	 	Adultos e crianças >12anos  - inf. trato resp e trato urinário não complicadas: 	8,85	PharmaSwiss Ceská republika, s.r.o.	Éticos
2414985	GH0000	DANCOR COMP 10 MG X 60	Nicorandilo	Comprimido	NÃO	Não atribuido	 	Adultos: 10 a 20 mg 2 x/diaVia oral. Os comprimidos deverão ser engolidos 	10,88	Merck, S.A.	Éticos
2415081	GH0000	DANCOR COMP 20 MG X 60	Nicorandilo	Comprimido	NÃO	Não atribuido	 	Adultos: 10 a 20 mg 2 x/diaVia oral. Os comprimidos deverão ser engolidos 	17,19	Merck, S.A.	Éticos
2415883	GH0000	PERMIXON CAPS 160 MG X 60	Serenoa repens	Cápsula	NÃO	Não atribuido	 	Homens adultos: 2 cáps./dia às refeições	19,85	Pierre Fabre Médicament Portugal, Lda.	Éticos

3700481	GH0000	STREPFEN PST 8,75 MG X 16	Flurbiprofeno	Pastilha	NÃO	Não atribuido	Reckitt Benckiser Healthcare,  Lda	Adultos e crianças > 12 anos: dissolver 1 pastilha a cada 3 a 6 h até um máximo 	7,85	Reckitt Benckiser Healthcare, Lda.	NETT
2420289	GH0000	ZUMENON COMP 2 MG X 28	Estradiol	Comprimido revestido por película	NÃO	Não atribuido	 	Adultas: 1 comp./dia, sem interrupção	2,51	BGP Products, Unipessoal Lda.	Éticos

2426385	GH0000	EMLA PENSO PENSO X 20	Lidocaína + Prilocaína	Penso impregnado	NÃO	Não atribuido	 	 	42,04	Aspen Pharma Trading Ltd.	NETT
